movie_47,movie_50,{'weight': 69.83761233630106}
movie_47,movie_151,{'weight': 19.911782353446014}
movie_47,movie_163,{'weight': 18.103841858473782}
movie_47,movie_216,{'weight': 14.070790547729166}
movie_47,movie_231,{'weight': 33.910899370158866}
movie_47,movie_260,{'weight': 58.65214719032535}
movie_47,movie_333,{'weight': 22.53970979557884}
movie_47,movie_457,{'weight': 50.32591955514997}
movie_47,movie_527,{'weight': 37.55034879250882}
movie_47,movie_596,{'weight': 14.070790547729166}
movie_47,movie_608,{'weight': 37.97095201456422}
movie_47,movie_1029,{'weight': 10.264192536377523}
movie_47,movie_1073,{'weight': 29.313442615435367}
movie_47,movie_1080,{'weight': 25.162959777574986}
movie_47,movie_1089,{'weight': 61.1793870259861}
movie_47,movie_1136,{'weight': 54.218906313443775}
movie_47,movie_1196,{'weight': 48.366293288099556}
movie_47,movie_1197,{'weight': 19.931925961755056}
movie_47,movie_1198,{'weight': 50.28925497909564}
movie_47,movie_1206,{'weight': 32.26787183616521}
movie_47,movie_1210,{'weight': 56.031240104231664}
movie_47,movie_1213,{'weight': 26.562144498668122}
movie_47,movie_1220,{'weight': 11.408880962726457}
movie_47,movie_1222,{'weight': 39.623232991121476}
movie_47,movie_1240,{'weight': 25.162959777574986}
movie_47,movie_1270,{'weight': 29.801460958929084}
movie_47,movie_1275,{'weight': 23.31046319471513}
movie_47,movie_1278,{'weight': 11.237405721206613}
movie_47,movie_1291,{'weight': 23.37200184623901}
movie_47,movie_1517,{'weight': 12.714835176499994}
movie_47,movie_1573,{'weight': 18.906524640322388}
movie_47,movie_1617,{'weight': 14.819919650194464}
movie_47,movie_1625,{'weight': 13.00076571591297}
movie_47,movie_1732,{'weight': 18.406316929656498}
movie_47,movie_2005,{'weight': 14.533242587210943}
movie_47,movie_2094,{'weight': 10.264192536377523}
movie_47,movie_2115,{'weight': 18.103841858473782}
movie_47,movie_2116,{'weight': 11.075122752593852}
movie_47,movie_2329,{'weight': 43.436389078244915}
movie_47,movie_2387,{'weight': 11.075122752593852}
movie_47,movie_2459,{'weight': 11.075122752593852}
movie_47,movie_2470,{'weight': 10.264192536377523}
movie_47,movie_2502,{'weight': 25.429670352999988}
movie_47,movie_2529,{'weight': 12.453801045531106}
movie_47,movie_2542,{'weight': 37.38051151048257}
movie_47,movie_2571,{'weight': 72.02239699145024}
movie_47,movie_2700,{'weight': 38.27031659136436}
movie_47,movie_2716,{'weight': 10.774953681724838}
movie_47,movie_2858,{'weight': 36.65759199395335}
movie_47,movie_2949,{'weight': 10.264192536377523}
movie_47,movie_2959,{'weight': 103.70798524733837}
movie_47,movie_2987,{'weight': 12.714835176499994}
movie_47,movie_3033,{'weight': 15.749637911535434}
movie_47,movie_3052,{'weight': 12.714835176499994}
movie_47,movie_3147,{'weight': 29.05886910623925}
movie_47,movie_3253,{'weight': 20.528385072755047}
movie_47,movie_3386,{'weight': 11.075122752593852}
movie_47,movie_3441,{'weight': 11.075122752593852}
movie_47,movie_3578,{'weight': 30.84642241826559}
movie_47,movie_3671,{'weight': 17.755796350515265}
movie_47,movie_3703,{'weight': 17.43562551982112}
movie_47,movie_3996,{'weight': 25.70879044680935}
movie_47,movie_4011,{'weight': 35.18501674486849}
movie_47,movie_110,{'weight': 72.82631699134575}
movie_47,movie_282,{'weight': 15.749637911535434}
movie_47,movie_337,{'weight': 27.340392739711195}
movie_47,movie_19,{'weight': 10.264192536377523}
movie_47,movie_344,{'weight': 17.755796350515265}
movie_47,movie_356,{'weight': 56.90495851888548}
movie_47,movie_364,{'weight': 46.71234914479496}
movie_47,movie_480,{'weight': 31.4249877109026}
movie_47,movie_593,{'weight': 65.43276443616972}
movie_47,movie_32,{'weight': 66.58423631443225}
movie_47,movie_39,{'weight': 13.00076571591297}
movie_47,movie_249,{'weight': 10.264192536377523}
movie_47,movie_280,{'weight': 15.080207257592807}
movie_47,movie_293,{'weight': 53.60543957514616}
movie_47,movie_296,{'weight': 108.57277494707861}
movie_47,movie_300,{'weight': 24.748873556974033}
movie_47,movie_315,{'weight': 11.075122752593852}
movie_47,movie_318,{'weight': 83.78020642917373}
movie_47,movie_377,{'weight': 34.87125103964223}
movie_47,movie_474,{'weight': 13.316847262886446}
movie_47,movie_475,{'weight': 18.906524640322388}
movie_47,movie_508,{'weight': 13.670196369855597}
movie_47,movie_551,{'weight': 17.75579635051526}
movie_47,movie_588,{'weight': 13.474030703709609}
movie_47,movie_594,{'weight': 13.00076571591297}
movie_47,movie_648,{'weight': 10.921324174233135}
movie_47,movie_708,{'weight': 10.264192536377523}
movie_47,movie_780,{'weight': 19.44451375354772}
movie_47,movie_357,{'weight': 11.991349006049333}
movie_47,movie_541,{'weight': 35.155301014296455}
movie_47,movie_1200,{'weight': 31.835334066003007}
movie_47,movie_1201,{'weight': 19.844727291915405}
movie_47,movie_1247,{'weight': 10.37435950385127}
